15	26	20	20	17	21	28	18	15	22	22	29	22	20	13	17	19	20	20	25	18	16	22	15	14	18	19	19	15	30	19	17	12	25	24	21	22	18	19	24	22	26	20	23	11	11	15	15	17	15	20	16	12	21	13	19	13	12	14	30	24	30	16	20	28	16	15	23	15	23	15	14	20	19	17	11	17	18	25	19	15	
19	8	19	16	15	18	18	20	19	20	12	21	13	17	19	16	21	24	14	16	21	12	16	21	25	18	16	29	18	22	26	25	19	25	20	16	16	22	10	21	20	17	15	15	15	17	14	23	22	10	14	20	23	26	20	16	28	19	23	16	18	13	20	26	14	20	16	28	22	16	22	14	19	13	18	24	16	16	14	13	18	
17	17	15	19	26	18	22	21	16	13	13	20	18	20	14	17	23	14	18	13	15	15	10	12	13	10	15	18	13	16	32	28	15	14	16	12	16	18	19	13	17	12	14	19	20	13	21	15	19	12	23	16	19	16	14	12	18	26	12	17	17	14	15	19	16	12	13	15	16	16	14	19	20	19	10	14	16	13	15	17	7	
13	12	14	16	14	17	20	17	13	19	13	15	12	15	20	12	17	17	17	17	18	20	18	17	17	19	12	15	14	21	17	17	14	18	15	12	19	12	17	9	9	18	15	9	13	21	13	13	22	12	23	16	23	21	24	4	15	19	7	12	21	23	27	18	17	24	14	15	23	21	9	17	13	19	15	19	16	16	10	15	25	
20	17	22	22	13	15	13	24	18	16	15	16	16	17	23	15	11	16	9	20	21	16	8	16	14	21	23	18	23	21	16	19	15	18	23	18	14	22	26	17	19	17	20	18	14	20	22	19	23	20	18	16	22	16	23	19	20	16	21	21	15	23	17	10	13	14	17	16	13	21	15	14	21	11	15	19	16	14	16	22	17	
16	20	16	18	19	16	15	16	16	18	20	14	20	9	21	18	25	12	16	28	18	20	15	21	18	18	13	17	26	13	15	18	21	17	20	15	9	8	18	16	20	15	16	20	21	25	14	18	17	21	15	7	27	15	18	16	24	23	16	20	17	11	21	13	20	9	19	11	16	11	16	20	14	17	16	27	18	7	19	18	10	
16	22	21	18	25	21	23	19	15	14	19	21	23	17	21	27	11	18	32	28	15	16	18	12	20	18	13	20	24	14	14	22	13	21	13	14	17	16	19	16	16	19	21	20	28	23	21	13	9	16	9	16	11	12	16	25	16	21	21	24	14	14	19	25	14	13	19	11	17	13	13	21	14	16	12	13	19	20	26	19	10	
12	26	17	20	22	20	10	11	15	21	19	18	13	18	18	12	15	23	18	17	14	20	22	14	14	21	21	14	11	15	8	16	22	21	10	16	25	12	22	17	20	19	17	20	14	12	20	15	23	16	19	23	14	18	14	21	15	20	20	14	19	25	13	11	24	16	18	23	19	17	22	17	25	10	25	11	12	10	28	15	15	
20	22	14	23	12	24	21	15	17	20	15	15	19	21	15	14	14	21	25	24	21	19	9	9	17	18	19	14	14	16	19	27	17	16	18	13	17	19	21	19	28	17	19	20	17	13	19	24	11	15	21	29	24	20	23	20	18	18	15	13	10	19	15	28	18	20	24	16	23	25	19	25	25	15	15	21	19	11	14	11	20	
12	18	19	22	15	14	23	16	17	13	18	18	21	15	16	15	29	19	11	15	16	19	16	19	24	11	14	20	11	17	14	20	16	14	12	15	22	22	19	20	22	18	15	26	12	22	20	22	23	19	25	28	19	15	28	14	17	22	26	23	15	15	19	16	21	10	19	17	18	14	19	15	17	21	12	20	14	12	15	14	24	
28	19	18	19	13	16	17	18	20	21	18	25	28	18	21	21	20	21	16	23	26	18	14	18	22	15	11	20	14	13	18	16	17	11	21	18	21	18	12	19	16	21	15	16	21	26	18	15	13	17	16	17	17	23	17	15	20	23	16	15	15	22	18	11	14	24	24	15	17	18	18	12	24	16	15	21	12	19	21	17	20	
18	20	15	16	25	16	23	13	9	15	17	18	18	17	17	17	28	14	13	13	22	13	8	16	13	11	8	23	21	10	14	21	24	23	22	21	20	15	18	17	21	12	14	25	13	13	10	16	20	14	14	15	20	8	10	17	19	15	15	14	19	12	18	9	14	13	16	15	9	19	14	16	18	14	16	15	22	16	19	18	12	
10	15	15	20	17	13	15	14	17	17	13	17	16	24	16	13	15	15	14	16	16	15	13	10	9	15	12	13	16	13	21	16	19	19	16	20	15	20	24	10	20	20	19	14	18	13	21	8	16	12	22	21	12	20	15	15	15	16	18	17	16	23	23	17	17	16	14	16	20	23	18	12	14	24	19	15	28	17	13	18	20	
15	19	17	26	20	19	22	27	20	20	17	22	15	21	23	20	14	23	22	20	14	18	18	19	12	18	21	20	20	16	17	15	17	25	21	11	11	18	21	20	22	22	22	16	13	14	13	21	26	19	19	22	20	19	11	14	15	21	22	12	15	15	18	16	20	9	18	16	23	20	11	9	16	6	13	18	18	21	12	21	17	
17	13	26	17	13	18	15	16	16	19	19	16	23	26	15	14	21	14	17	15	20	22	21	18	19	15	20	22	19	16	16	23	12	15	14	12	20	13	21	16	16	26	18	20	16	21	23	19	18	15	21	19	18	15	25	16	12	14	17	16	21	14	12	19	21	12	22	19	9	16	17	18	16	18	12	15	22	12	11	22	16	
16	17	26	21	23	20	20	14	17	19	24	17	15	18	23	14	21	16	18	22	11	21	19	22	13	13	17	21	18	11	19	11	15	20	18	18	16	8	10	13	10	19	16	20	16	15	18	20	16	13	19	13	19	18	14	16	15	21	24	31	14	18	18	20	17	15	9	21	17	19	21	25	13	18	16	15	19	20	18	8	20	
16	19	21	22	23	19	19	28	23	22	15	25	24	23	20	24	20	25	15	18	18	23	14	19	18	13	19	21	17	22	11	16	20	13	22	17	21	20	19	16	19	19	15	14	14	24	24	24	14	20	14	15	20	15	18	17	12	22	16	15	12	16	18	14	19	16	14	15	14	21	20	18	15	14	14	17	14	15	22	14	13	
19	16	17	12	22	11	18	17	14	23	23	25	20	13	22	17	14	23	12	21	22	14	13	17	12	21	12	16	14	18	12	12	19	10	16	23	11	17	10	16	13	12	19	12	17	23	25	23	12	14	19	15	15	14	16	18	15	22	18	15	14	11	18	15	22	23	17	23	14	15	18	18	16	22	15	13	24	13	23	20	22	
28	19	20	26	13	17	20	18	21	16	16	15	21	17	18	16	12	15	23	23	12	14	20	11	19	22	17	20	16	15	20	22	22	17	26	22	14	18	20	18	15	15	21	13	18	18	15	17	17	11	15	17	17	12	22	17	13	15	22	17	15	33	21	18	18	15	16	19	19	15	16	18	18	24	12	16	18	16	14	16	9	
17	20	15	24	16	23	22	14	19	25	16	26	11	18	15	25	12	9	16	16	10	14	20	19	29	15	12	15	13	20	12	12	14	18	21	25	22	23	23	15	14	19	18	9	12	16	13	16	14	17	13	17	20	18	15	23	20	12	17	23	13	12	16	16	14	17	16	14	13	14	16	22	18	10	23	17	9	14	18	14	17	
18	15	16	11	20	23	18	16	19	19	14	12	16	20	19	13	11	15	14	13	17	21	20	18	17	11	22	14	15	10	17	15	20	27	24	18	20	11	20	25	15	17	22	9	22	14	16	17	17	19	13	12	17	14	15	16	18	14	15	22	17	15	24	25	19	19	14	18	11	15	13	14	22	22	19	12	22	20	22	16	14	
16	20	19	26	13	18	25	15	16	19	13	11	15	22	14	11	13	21	9	13	16	14	15	16	11	30	14	20	17	20	11	23	27	21	21	19	21	16	26	13	18	18	18	17	16	17	15	15	12	19	18	22	15	15	21	19	15	22	17	20	14	16	13	10	24	21	25	17	21	10	19	20	25	15	13	19	19	18	15	18	16	
17	20	14	18	14	22	14	18	13	17	10	17	13	20	19	25	24	21	29	17	24	19	17	21	20	12	12	23	12	19	23	19	15	19	17	12	16	25	16	22	26	22	24	14	16	13	13	18	21	19	19	20	15	17	17	20	13	18	24	18	20	23	33	22	22	15	21	15	22	25	20	18	23	20	17	20	17	18	18	29	15	
19	16	14	16	16	21	21	14	23	21	19	17	15	13	12	13	16	24	20	22	25	14	19	23	19	15	15	20	24	23	21	12	13	9	13	14	13	14	23	22	13	15	13	21	21	17	21	25	19	18	17	17	25	23	17	9	12	11	15	19	20	12	20	18	15	13	13	22	16	13	17	8	15	14	12	15	16	18	12	7	19	
14	16	16	16	13	25	14	18	19	22	19	18	11	12	17	21	12	15	11	17	15	16	8	17	9	14	15	19	19	13	9	14	15	18	9	13	24	18	16	11	15	19	20	19	26	17	20	18	16	24	23	20	16	19	14	7	17	15	18	19	15	19	16	17	23	14	14	15	20	21	16	12	15	19	14	18	20	15	29	19	14	
15	23	13	17	17	17	18	17	14	21	16	13	13	14	15	19	22	21	16	18	16	10	21	11	13	17	14	18	14	20	17	16	18	21	15	16	22	27	17	15	13	14	14	18	12	15	15	17	18	30	16	17	15	13	12	10	8	19	16	28	15	15	24	12	14	19	24	17	16	18	15	12	20	19	22	12	17	17	16	21	16	
21	15	19	19	20	15	14	17	17	20	15	14	19	12	17	17	21	29	15	14	20	19	19	19	11	15	21	13	17	29	22	22	19	27	15	16	13	18	13	19	15	25	20	14	23	16	19	13	16	18	10	18	16	19	19	17	19	24	18	14	21	21	19	25	18	17	17	14	21	18	14	22	22	5	19	20	14	16	19	15	15	
19	25	22	24	16	20	16	18	26	19	16	15	21	19	17	15	26	15	14	15	10	22	16	14	19	8	12	18	20	19	14	18	22	14	13	19	21	24	17	20	15	20	19	18	24	17	13	17	16	21	24	25	18	15	12	16	15	22	14	16	13	23	17	15	14	21	15	18	16	13	18	21	17	18	24	15	23	13	21	17	17	
20	12	23	21	27	10	19	20	13	19	17	10	13	21	13	18	10	10	26	22	19	26	17	14	17	23	18	24	21	26	20	17	24	9	19	20	19	19	8	18	19	25	16	24	20	20	22	26	10	24	18	22	21	13	21	11	22	20	11	18	11	11	7	18	18	19	14	19	16	12	13	19	14	19	9	22	18	19	21	22	17	
18	14	24	16	13	19	19	21	16	11	27	15	20	22	21	18	16	17	17	21	23	18	18	17	14	18	9	19	18	15	17	11	17	14	16	21	22	11	14	13	19	17	19	19	25	14	16	21	14	20	21	15	16	15	15	18	13	12	16	12	20	20	18	16	11	24	23	20	21	21	16	17	24	18	20	15	18	14	15	20	18	
13	21	17	19	17	23	24	19	17	11	18	18	22	14	15	19	15	21	19	21	17	21	16	21	9	19	12	18	17	18	17	17	17	15	19	19	23	21	11	13	16	10	17	14	15	22	18	25	15	19	23	15	12	29	15	19	20	17	18	14	15	26	13	23	14	18	13	14	21	21	16	14	13	14	14	14	16	13	21	18	20	
16	23	20	15	17	28	19	21	22	24	23	16	17	17	14	16	23	10	15	22	19	12	19	22	15	16	21	22	14	12	15	14	19	17	26	13	16	15	16	18	19	22	23	18	18	19	13	25	19	28	13	20	16	13	21	10	12	19	12	21	20	22	17	26	19	19	18	16	17	22	18	23	24	19	13	15	13	23	14	11	18	
16	18	24	22	19	22	23	14	30	15	13	10	21	18	12	9	12	13	9	21	17	13	17	10	19	19	14	17	16	16	16	23	13	20	19	9	18	17	26	17	25	14	12	17	22	17	13	14	15	26	20	19	21	18	12	17	22	15	19	13	21	18	17	19	17	15	18	17	19	20	18	13	23	21	18	18	22	27	14	16	17	
18	17	19	10	18	16	24	22	18	11	11	15	13	21	14	10	11	22	20	18	15	11	25	16	12	20	16	16	8	16	18	16	24	18	23	19	19	17	15	13	18	25	20	13	16	20	9	22	18	17	18	16	17	17	16	13	22	23	10	18	21	15	16	21	16	18	24	23	16	20	21	13	16	21	12	18	22	14	12	9	12	
8	17	13	12	19	13	12	11	20	18	12	15	15	18	18	14	20	13	12	23	15	17	21	13	16	20	16	15	22	20	17	15	16	16	16	20	22	17	21	15	17	16	20	20	15	14	13	16	16	20	22	12	17	20	16	20	21	23	16	23	13	19	17	18	15	20	17	11	20	20	32	16	14	20	15	19	16	14	16	20	16	
18	13	13	21	22	10	22	20	17	12	15	12	15	17	16	17	18	21	23	18	23	11	21	14	17	15	12	12	14	20	14	22	10	18	15	14	20	15	24	22	7	26	20	8	25	13	19	22	17	18	18	18	20	18	14	15	25	21	17	19	22	12	31	22	15	17	12	19	19	11	12	22	11	17	17	21	12	13	19	18	22	
12	14	17	14	19	25	16	17	14	14	20	8	22	14	18	22	14	8	13	14	14	17	25	16	17	14	12	17	11	10	19	16	19	17	13	11	10	10	14	12	11	18	14	12	11	13	15	18	14	18	16	18	21	17	13	24	16	14	14	20	10	24	14	16	13	16	13	15	18	12	25	11	19	13	16	19	11	18	22	19	17	
9	16	20	12	17	15	27	20	17	15	10	16	17	15	15	20	12	7	18	12	18	17	18	23	13	19	11	14	20	21	14	14	18	12	8	20	11	20	14	16	11	18	15	19	10	14	14	18	13	16	15	20	18	17	20	10	7	20	14	15	26	12	13	13	25	21	15	19	21	17	16	21	12	19	22	12	20	24	19	23	18	
12	13	19	14	22	17	22	13	25	23	26	11	19	28	19	17	16	22	13	17	13	20	19	18	15	17	26	16	22	24	23	22	23	25	19	11	19	15	20	17	15	16	15	17	16	13	12	16	19	17	13	11	19	20	11	23	19	12	20	17	21	11	21	20	13	20	14	15	24	18	14	16	13	15	15	25	22	20	18	23	17	
17	14	17	14	12	22	16	11	20	20	20	16	18	26	24	21	21	23	27	24	19	19	22	18	19	14	16	23	17	15	16	16	11	18	17	16	21	10	22	20	22	18	22	16	24	19	17	12	17	21	19	19	18	17	19	16	15	14	21	19	18	17	17	10	17	31	18	19	17	18	11	21	22	18	16	7	22	24	17	22	23	
13	18	17	14	15	22	12	13	11	25	19	15	11	22	26	17	19	17	15	11	14	16	16	16	26	21	20	17	19	26	9	23	21	20	21	10	21	20	16	20	16	21	11	17	15	15	16	16	25	12	14	22	13	12	23	13	19	22	17	12	13	16	11	16	14	19	15	22	22	12	16	20	22	18	23	17	16	18	23	15	14	
19	15	23	19	17	16	13	17	20	16	13	23	16	15	11	16	13	14	16	20	12	13	19	16	15	14	13	12	22	15	19	21	12	16	15	19	22	15	17	20	16	12	11	18	20	13	22	20	15	22	10	16	20	24	28	19	18	28	19	18	24	23	31	13	23	21	12	18	10	17	14	23	7	23	20	20	17	22	27	20	20	
17	15	17	24	14	12	14	14	20	22	17	21	15	28	16	13	23	20	12	17	13	21	22	12	22	24	18	18	15	10	13	22	10	16	16	11	10	13	20	22	16	10	14	18	19	27	17	10	19	16	17	12	18	15	27	19	27	19	24	22	16	19	20	17	27	12	19	14	21	22	19	20	31	12	16	20	20	9	17	16	16	
15	15	17	17	12	19	25	16	20	20	17	12	20	19	22	20	14	25	20	18	21	16	20	14	25	14	13	13	16	15	15	17	22	16	18	19	19	18	20	14	15	15	27	13	21	21	22	18	15	14	18	19	14	19	25	11	27	19	22	27	19	14	22	17	17	17	14	18	17	19	20	20	14	13	24	16	19	17	18	16	10	
16	11	15	14	26	22	14	11	14	13	28	21	20	27	13	19	14	16	16	16	12	24	16	11	17	14	24	27	14	22	21	24	27	21	14	24	21	18	16	19	14	19	18	18	26	23	23	18	16	22	17	17	17	15	20	29	16	27	21	26	16	17	15	20	22	18	20	17	21	17	22	14	23	12	15	16	17	20	17	15	18	
18	19	19	20	18	16	24	24	19	17	16	24	16	15	15	18	25	25	21	24	25	13	15	21	26	19	18	25	18	22	17	25	25	18	20	25	15	23	19	17	23	17	10	17	24	19	23	26	17	26	23	11	15	10	20	14	14	22	22	13	13	18	21	23	15	12	19	19	20	23	19	14	21	19	13	17	21	20	15	10	12	
21	17	18	19	17	9	20	15	14	21	16	15	21	9	9	18	23	15	19	23	25	12	18	30	13	12	20	24	15	13	13	12	21	21	15	23	13	19	17	14	17	13	21	18	14	16	13	21	18	29	17	9	12	24	17	22	13	24	12	17	13	17	12	18	26	18	24	17	18	18	16	21	9	10	17	15	19	16	14	15	17	
13	12	20	12	17	18	20	15	22	21	21	21	15	24	17	22	25	20	8	16	11	14	18	26	18	19	16	20	8	17	17	15	25	12	16	25	14	16	17	14	18	14	17	17	23	15	15	21	15	21	13	15	14	23	17	14	15	17	15	28	15	23	20	18	15	10	22	26	20	19	18	14	23	13	16	24	18	15	12	14	14	
14	19	14	17	13	15	13	22	15	15	13	19	17	12	26	14	16	26	17	19	21	21	20	14	21	16	20	24	20	23	24	14	14	19	19	14	18	15	19	10	19	22	13	26	15	20	10	18	15	20	11	18	17	16	23	14	20	20	19	10	14	21	15	16	11	17	19	17	14	16	15	21	19	18	16	19	18	20	15	13	14	
15	27	11	16	13	8	13	9	12	10	14	12	14	17	14	10	14	21	19	11	16	17	10	18	16	11	24	19	13	20	11	15	11	16	15	15	24	18	14	11	15	14	16	14	11	15	15	19	17	21	18	23	21	13	20	22	22	16	24	14	20	15	15	12	9	14	21	17	15	12	12	16	20	17	22	14	13	13	25	19	15	
19	14	13	25	15	15	17	17	19	17	19	19	19	19	20	17	16	20	18	16	24	24	18	25	19	21	19	16	16	23	14	19	13	17	19	21	18	21	13	15	18	19	21	24	14	17	18	15	18	21	15	16	24	14	14	14	14	19	13	16	20	23	13	15	17	29	13	13	15	14	20	24	15	21	25	22	19	12	16	22	18	
16	18	15	10	18	10	16	17	16	14	14	12	10	15	11	20	14	22	11	18	18	17	25	16	17	16	16	19	20	23	18	13	19	19	19	8	15	18	25	12	15	21	13	14	15	15	14	23	18	14	13	12	17	19	15	14	22	12	10	17	19	17	18	21	17	24	17	16	33	12	13	27	23	25	18	19	19	15	23	18	13	
23	15	27	25	20	24	20	24	19	15	17	16	24	15	18	22	17	19	13	13	21	15	16	18	17	12	15	19	17	22	20	17	22	16	16	18	19	26	15	12	27	20	18	20	18	18	12	18	18	11	9	16	19	17	17	22	15	26	19	11	17	16	21	17	23	16	15	19	17	25	23	18	14	22	16	15	20	15	17	11	12	
20	11	13	16	14	15	16	20	14	18	16	15	23	11	13	17	12	13	23	21	14	12	16	7	16	15	17	16	13	19	15	15	16	21	14	24	17	14	21	18	12	24	26	22	23	17	20	15	16	18	18	12	13	22	15	12	17	14	22	23	26	15	20	19	14	16	13	13	13	21	19	12	17	24	14	18	16	13	19	23	14	
22	18	20	12	14	14	12	14	23	21	19	19	14	19	13	17	11	17	16	21	17	11	12	20	17	19	17	23	17	18	21	17	18	18	20	20	14	19	17	14	16	18	16	14	17	22	13	16	14	15	24	23	24	20	19	13	20	13	19	17	24	17	15	16	23	22	21	23	16	14	21	11	19	20	19	19	16	19	19	16	24	
14	18	14	16	17	18	20	16	15	11	14	20	15	27	20	17	17	14	13	17	18	19	10	8	15	11	16	15	22	14	13	12	22	20	17	12	24	22	16	21	19	21	22	31	16	18	17	12	25	16	16	14	29	23	16	20	21	14	13	21	15	13	13	18	18	17	23	18	17	15	15	17	16	17	19	12	16	15	14	14	14	
24	21	14	22	16	26	18	14	25	20	20	16	12	22	27	28	19	16	23	15	23	24	15	24	17	16	20	17	14	21	23	14	21	23	12	19	18	14	15	20	26	18	13	17	21	16	21	16	13	18	16	13	19	17	30	15	17	21	25	21	15	11	15	18	25	11	19	18	10	18	17	15	25	15	21	13	16	17	20	25	19	
16	22	13	19	11	21	18	20	16	10	18	18	10	12	19	19	10	17	25	10	16	19	24	22	17	18	21	21	6	19	19	14	17	13	14	26	12	17	17	16	22	24	15	20	18	24	16	24	14	16	26	18	23	13	18	14	17	20	15	16	13	10	19	11	20	19	19	23	21	13	17	14	23	19	18	14	17	17	23	16	20	
19	16	17	18	25	18	23	15	15	23	21	24	17	18	19	16	28	18	20	14	25	20	17	21	16	23	28	17	19	19	18	18	25	19	21	20	26	16	21	22	14	11	19	20	17	17	11	25	21	12	23	21	17	20	19	20	26	21	17	16	19	18	19	16	17	23	12	14	17	23	9	18	21	17	25	9	13	17	14	16	9	
19	19	15	17	18	12	14	15	19	14	17	21	15	14	13	16	25	19	19	18	21	16	21	11	24	13	27	23	18	17	12	13	16	22	16	24	16	16	13	19	14	14	12	7	15	12	14	19	23	19	18	18	20	12	17	24	13	18	21	13	23	18	22	20	17	21	16	16	8	14	17	30	17	16	16	22	20	15	14	19	16	
16	12	19	12	13	21	22	17	19	21	11	14	17	17	16	21	20	17	20	13	10	21	23	20	19	20	17	15	16	17	17	18	15	13	18	15	17	23	18	23	23	15	18	10	13	20	13	10	18	19	21	18	15	19	15	19	16	16	14	15	10	16	18	14	17	9	10	10	21	14	22	16	20	8	19	17	18	18	15	13	12	
12	14	19	17	18	15	15	20	13	27	15	19	13	25	11	15	15	22	22	21	9	17	18	21	17	16	23	13	25	16	16	22	21	14	11	21	25	14	17	17	22	17	22	19	15	20	13	18	21	19	16	18	22	16	19	14	21	22	18	15	23	22	15	14	22	18	18	24	16	16	20	17	26	11	24	25	22	20	28	21	17	
23	25	25	20	22	14	12	20	17	17	18	25	17	17	19	20	19	15	17	13	14	16	28	20	19	13	21	11	13	24	24	18	16	17	16	13	19	18	23	11	17	14	22	14	19	16	14	18	18	15	14	15	16	17	27	17	9	13	14	11	17	20	12	19	19	21	16	21	16	20	16	14	17	13	21	16	17	14	12	15	13	
14	16	22	11	18	17	20	16	14	19	22	18	11	16	21	16	19	24	13	15	17	18	19	15	14	13	9	20	16	19	22	12	22	16	21	16	13	10	11	10	18	11	17	17	19	19	12	21	15	12	12	15	15	22	18	17	18	18	22	19	20	15	17	21	16	14	14	17	14	21	12	13	22	21	17	19	14	13	17	20	16	
18	17	16	22	21	17	22	17	22	16	14	14	16	19	21	24	23	24	16	9	17	13	12	14	24	20	15	14	16	13	20	19	10	16	18	14	17	15	19	11	12	16	12	17	12	25	23	27	11	21	20	31	17	19	15	14	20	21	22	14	19	19	20	14	19	16	18	24	16	19	15	13	17	24	12	12	17	16	16	19	13	
8	20	10	22	10	12	11	15	11	13	20	12	12	22	13	19	11	13	20	19	16	13	20	13	9	13	12	19	20	14	9	22	23	16	16	16	22	19	15	15	15	21	16	17	13	22	14	22	26	10	14	15	22	18	16	15	15	15	14	9	23	18	17	23	12	17	10	16	19	23	17	12	18	16	20	11	12	19	20	14	18	
17	21	21	24	25	14	11	15	23	9	17	13	15	10	21	18	19	8	14	29	17	19	12	19	17	11	15	13	13	18	15	21	13	13	21	23	16	16	17	14	20	15	20	25	17	17	14	14	21	22	20	22	13	14	19	10	17	11	21	27	22	15	19	23	18	20	16	16	17	18	19	14	24	20	22	14	16	15	18	19	18	
17	15	14	15	11	11	15	16	18	21	21	26	30	15	12	19	11	20	18	23	18	22	16	26	23	18	19	17	14	18	15	10	10	19	19	21	10	23	11	24	15	17	19	16	18	18	10	14	19	22	18	9	10	12	8	16	13	12	14	11	17	19	14	8	15	19	20	18	11	12	15	10	16	16	11	13	18	15	24	10	14	
14	16	24	18	20	20	12	12	18	21	16	13	19	13	16	16	16	11	13	16	14	20	12	18	16	18	12	21	14	17	14	12	13	18	17	19	12	10	15	8	9	13	18	13	15	14	17	17	25	13	20	14	13	19	15	18	18	17	11	26	18	21	19	23	15	15	17	15	15	19	17	27	11	20	25	15	21	16	16	14	15	
22	18	24	13	17	27	14	15	19	17	16	20	15	18	18	14	13	17	17	25	10	14	13	14	22	21	10	17	16	14	6	10	12	11	19	14	20	15	15	12	17	16	15	20	11	19	25	14	21	19	16	15	26	15	13	19	16	18	13	8	17	15	14	19	10	11	19	13	18	13	20	17	13	18	18	16	20	20	15	19	15	
12	16	16	22	17	18	15	20	19	14	19	15	19	18	19	16	15	20	15	8	21	20	7	18	14	10	16	19	18	11	16	22	28	19	17	21	20	15	13	26	23	20	15	20	18	16	22	19	17	17	15	18	24	13	18	24	13	16	21	13	21	23	10	18	8	16	13	16	17	19	16	18	34	9	21	17	7	15	13	27	18	
18	18	21	17	18	29	15	21	15	17	23	18	14	14	11	17	16	15	19	18	14	18	18	21	22	17	24	14	17	16	19	14	16	15	20	26	25	28	11	18	22	22	17	21	17	19	22	21	22	20	19	18	15	20	17	15	16	18	22	23	20	23	16	30	15	18	24	17	21	9	14	15	15	18	23	17	16	16	15	19	17	
11	19	21	14	24	14	13	18	18	14	14	18	14	13	10	21	15	22	11	20	17	19	15	20	22	23	18	21	15	23	22	21	18	20	15	21	18	25	15	9	22	20	12	26	16	18	18	17	15	22	17	15	14	19	15	12	19	20	18	20	18	20	10	12	14	13	12	21	15	15	17	13	14	16	20	11	18	20	17	27	26	
17	24	11	11	21	13	22	18	18	18	10	24	28	14	14	15	16	13	19	14	17	21	16	16	21	13	15	15	21	10	8	18	19	17	18	21	27	17	18	14	15	17	20	11	19	16	15	13	14	9	19	24	9	17	19	15	20	17	19	13	15	14	21	19	23	19	16	17	14	21	20	26	12	15	14	19	18	19	19	15	16	
15	19	17	21	11	10	23	18	18	18	19	17	17	18	17	22	16	10	23	18	16	20	12	12	18	13	23	19	20	26	17	17	26	25	18	22	21	17	21	16	26	23	20	23	20	13	16	17	29	18	14	23	20	16	14	23	15	23	11	18	12	26	18	25	14	22	26	18	10	16	18	13	15	15	21	10	21	18	16	24	12	
